input_row_index,대학코드,대학명,캠퍼스,지역,수능전형 상태,source_url,parse_source,parse_quality,source_table_indices,모집단위,전형구분,전형계열,전형요소_수능반영비율(%),전형요소_학생부반영비율(%),점수활용지표,반영점수 (총점),반영점수_산출식(환산계산식),국어_반영비율(%),수학_반영비율(%),영어_반영비율(%),탐구_반영비율(%),탐구_반영과목수,탐구_반영기준,선택과목_필수지정_여부,가산점_부여_내역,제2외국어/한문_탐구대체_여부,영어_반영방법,영어_등급별_환산표,한국사_반영방법,한국사_등급별_환산표(또는 가감점표)
80,102,동덕여자대학교,본교,서울,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000102&searchSyr=2026,json,구조화 테이블 파싱,3.0,,,,100.0,,,,"(1) 수능성적 활용 지표 및 반영방법 ( 국어 , 수학 , 탐구영역 ) 구 분 활용지표 반영방법 국어 , 수학영역 백분위 영역 취득점수 × 영역 반영비율 탐구영역 (2 과목 ) 백분위 2 과목 취득점수의 평균 × 영역 반영비율 탐구영역 (1 과목 ) 백분위 성적 우수 과목의 점수 × 영역 반영비율 (2) 수능성적 활용 지표 및 반영방법 ( 영어영역 ) 구 분 활용지표 반영방법 영어영역 등급",25,35,20,20% (2 과목 ),2,2과목 반영,수학 선택과목 관련 조건 존재 / 약학과 25% 35% 20% 20% (2 과목 ) ※ 수학영역 미적분 / 기하 선택 필수 ※ 탐구영역 과학 2 과목 선택 필수 ※ 수학영역 미적분 / 기하 선택 필수 ※ 탐구영역 과학 2 과목 선택 필수,※ 수학영역 미적분 / 기하 선택 필수 ※ 탐구영역 과학 2 과목 선택 필수,불가능,비율반영,,,
80,102,동덕여자대학교,본교,서울,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000102&searchSyr=2026,json,구조화 테이블 파싱,3.0,,,,100.0,,,,"(1) 수능성적 활용 지표 및 반영방법 ( 국어 , 수학 , 탐구영역 ) 구 분 활용지표 반영방법 국어 , 수학영역 백분위 영역 취득점수 × 영역 반영비율 탐구영역 (2 과목 ) 백분위 2 과목 취득점수의 평균 × 영역 반영비율 탐구영역 (1 과목 ) 백분위 성적 우수 과목의 점수 × 영역 반영비율 (2) 수능성적 활용 지표 및 반영방법 ( 영어영역 ) 구 분 활용지표 반영방법 영어영역 등급",33.3% ※ 국어 또는 수학 택 1,33.3% ※ 국어 또는 수학 택 1,33.3,33.3% (1 과목 ),1,1과목 반영,,3 영역 균등반영,불가능,비율반영,,,
80,102,동덕여자대학교,본교,서울,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000102&searchSyr=2026,json,구조화 테이블 파싱,3.0,,,,100.0,,,,"(1) 수능성적 활용 지표 및 반영방법 ( 국어 , 수학 , 탐구영역 ) 구 분 활용지표 반영방법 국어 , 수학영역 백분위 영역 취득점수 × 영역 반영비율 탐구영역 (2 과목 ) 백분위 2 과목 취득점수의 평균 × 영역 반영비율 탐구영역 (1 과목 ) 백분위 성적 우수 과목의 점수 × 영역 반영비율 (2) 수능성적 활용 지표 및 반영방법 ( 영어영역 ) 구 분 활용지표 반영방법 영어영역 등급",20,20,50,10% (1 과목 ),1,1과목 반영,,,불가능,비율반영,,,
81,235,동명대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000235&searchSyr=2026,json,구조화 테이블 파싱,3.0,전 모집단위,"가 , 나 , 다군 일반전형",전체/혼합,100.0,,,,,25,25,25,25,,,,,,비율반영,"[{""구분"":""영어영역"",""점수"":{""1등급"":135,""2등급"":130,""3등급"":123,""4등급"":114,""5등급"":103,""6등급"":94,""7등급"":87,""8등급"":82,""9등급"":79},""table_index"":4}]",,
82,103,동서대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000103&searchSyr=2026,json,구조화 테이블 파싱,3.0,,,,100.0,,,,( 선택영역 각 25%) - 탐구영역은 1 과목 성적 반영 (x2) - 제 2 외국어나 한문은 탐구영역 1 과목으로 인정할 수 없음 실기전형 표준점수 3 개 영역 반영 ( 선택영역 각 33.3%) - 탐구영역은 1 과목 성적 반영 (x2) - 제 2 외국어나 한문은 탐구영역 1 과목으로 인정할 수 없음 나 . 반영 점수 계산 방법 일반전,4 개 영역 반영 ( 선택영역 각 25%),4 개 영역 반영 ( 선택영역 각 25%),4 개 영역 반영 ( 선택영역 각 25%),4 개 영역 반영 ( 선택영역 각 25%),1,1과목 반영,일반전형 표준점수 4 개 영역 반영 ( 선택영역 각 25%) 4 개 영역 반영 ( 선택영역 각 25%) 4 개 영역 반영 ( 선택영역 각 25%) 4 개 영역 반영 ( 선택영역 각 25%) - 탐구영역은 1 과목 성적 반영 (x2) - 제 2 외국어나...,- 탐구영역은 1 과목 성적 반영 (x2) - 제 2 외국어나 한문은 탐구영역 1 과목으로 인정할 수 없음,불가능,비율반영,,,
82,103,동서대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000103&searchSyr=2026,json,구조화 테이블 파싱,3.0,,,,100.0,,,,( 선택영역 각 25%) - 탐구영역은 1 과목 성적 반영 (x2) - 제 2 외국어나 한문은 탐구영역 1 과목으로 인정할 수 없음 실기전형 표준점수 3 개 영역 반영 ( 선택영역 각 33.3%) - 탐구영역은 1 과목 성적 반영 (x2) - 제 2 외국어나 한문은 탐구영역 1 과목으로 인정할 수 없음 나 . 반영 점수 계산 방법 일반전,3 개 영역 반영 ( 선택영역 각 33.3%),3 개 영역 반영 ( 선택영역 각 33.3%),3 개 영역 반영 ( 선택영역 각 33.3%),3 개 영역 반영 ( 선택영역 각 33.3%),1,1과목 반영,실기전형 표준점수 3 개 영역 반영 ( 선택영역 각 33.3%) 3 개 영역 반영 ( 선택영역 각 33.3%) 3 개 영역 반영 ( 선택영역 각 33.3%) 3 개 영역 반영 ( 선택영역 각 33.3%) - 탐구영역은 1 과목 성적 반영 (x2) - ...,- 탐구영역은 1 과목 성적 반영 (x2) - 제 2 외국어나 한문은 탐구영역 1 과목으로 인정할 수 없음,불가능,비율반영,,,
83,104,동신대학교,본교,전남,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000104&searchSyr=2026,json,구조화 테이블 파싱,2.0,,가군 일반전형,,100.0,,,,"[ 수능 성적 산출방법 ] 수능 성적 산출방법 [ 가군 ] → 계산식 : ( 국어 ×2.5) + ( 수학 ×2.5) + ( 영어 ×2.0) + ( 탐구 ×2.0) + ( 한국사 ×1.0) ※ 탐구는 사회 / 과학탐구 상위 1 과목 반영 ( 직업탐구 미반영 ) ※ 수학 미적분 , 기하 선택시 5% 가산점 부여 [ 다군 ] → 계산식 : 400 + ( 국어 ×1.0) + ( 수학 ×1.0) + ( 영어 / ( 탐구 ×0.8) + ( 한국사 ×0.4) ※ 탐구는 사회 / 과학 / 직업탐구 상위 1 과목 반영 ※ 수학 미적분 , 기하 선택시 5% 가산점 부여 < 영어 , 한국사 등급별 환산점수",,,,,,,,,,,,,
83,104,동신대학교,본교,전남,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000104&searchSyr=2026,json,구조화 테이블 파싱,2.0,,다군 일반전형,,80.0,20.0,,,"[ 수능 성적 산출방법 ] 수능 성적 산출방법 [ 가군 ] → 계산식 : ( 국어 ×2.5) + ( 수학 ×2.5) + ( 영어 ×2.0) + ( 탐구 ×2.0) + ( 한국사 ×1.0) ※ 탐구는 사회 / 과학탐구 상위 1 과목 반영 ( 직업탐구 미반영 ) ※ 수학 미적분 , 기하 선택시 5% 가산점 부여 [ 다군 ] → 계산식 : 400 + ( 국어 ×1.0) + ( 수학 ×1.0) + ( 영어 / ( 탐구 ×0.8) + ( 한국사 ×0.4) ※ 탐구는 사회 / 과학 / 직업탐구 상위 1 과목 반영 ※ 수학 미적분 , 기하 선택시 5% 가산점 부여 < 영어 , 한국사 등급별 환산점수",,,,,,,,,,,,,
83,104,동신대학교,본교,전남,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000104&searchSyr=2026,json,구조화 테이블 파싱,2.0,,다군 성인학습자전형,,80.0,20.0,,,"[ 수능 성적 산출방법 ] 수능 성적 산출방법 [ 가군 ] → 계산식 : ( 국어 ×2.5) + ( 수학 ×2.5) + ( 영어 ×2.0) + ( 탐구 ×2.0) + ( 한국사 ×1.0) ※ 탐구는 사회 / 과학탐구 상위 1 과목 반영 ( 직업탐구 미반영 ) ※ 수학 미적분 , 기하 선택시 5% 가산점 부여 [ 다군 ] → 계산식 : 400 + ( 국어 ×1.0) + ( 수학 ×1.0) + ( 영어 / ( 탐구 ×0.8) + ( 한국사 ×0.4) ※ 탐구는 사회 / 과학 / 직업탐구 상위 1 과목 반영 ※ 수학 미적분 , 기하 선택시 5% 가산점 부여 < 영어 , 한국사 등급별 환산점수",,,,,,,,,,,,,
83,104,동신대학교,본교,전남,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000104&searchSyr=2026,json,구조화 테이블 파싱,2.0,,다군 농어촌학생전형,,80.0,20.0,,,"[ 수능 성적 산출방법 ] 수능 성적 산출방법 [ 가군 ] → 계산식 : ( 국어 ×2.5) + ( 수학 ×2.5) + ( 영어 ×2.0) + ( 탐구 ×2.0) + ( 한국사 ×1.0) ※ 탐구는 사회 / 과학탐구 상위 1 과목 반영 ( 직업탐구 미반영 ) ※ 수학 미적분 , 기하 선택시 5% 가산점 부여 [ 다군 ] → 계산식 : 400 + ( 국어 ×1.0) + ( 수학 ×1.0) + ( 영어 / ( 탐구 ×0.8) + ( 한국사 ×0.4) ※ 탐구는 사회 / 과학 / 직업탐구 상위 1 과목 반영 ※ 수학 미적분 , 기하 선택시 5% 가산점 부여 < 영어 , 한국사 등급별 환산점수",,,,,,,,,,,,,
83,104,동신대학교,본교,전남,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000104&searchSyr=2026,json,구조화 테이블 파싱,2.0,,다군 기초생활수급자 및 차상위계층전형,,80.0,20.0,,,"[ 수능 성적 산출방법 ] 수능 성적 산출방법 [ 가군 ] → 계산식 : ( 국어 ×2.5) + ( 수학 ×2.5) + ( 영어 ×2.0) + ( 탐구 ×2.0) + ( 한국사 ×1.0) ※ 탐구는 사회 / 과학탐구 상위 1 과목 반영 ( 직업탐구 미반영 ) ※ 수학 미적분 , 기하 선택시 5% 가산점 부여 [ 다군 ] → 계산식 : 400 + ( 국어 ×1.0) + ( 수학 ×1.0) + ( 영어 / ( 탐구 ×0.8) + ( 한국사 ×0.4) ※ 탐구는 사회 / 과학 / 직업탐구 상위 1 과목 반영 ※ 수학 미적분 , 기하 선택시 5% 가산점 부여 < 영어 , 한국사 등급별 환산점수",,,,,,,,,,,,,
83,104,동신대학교,본교,전남,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000104&searchSyr=2026,json,구조화 테이블 파싱,2.0,,다군 특성화고교졸업자전형,,80.0,20.0,,,"[ 수능 성적 산출방법 ] 수능 성적 산출방법 [ 가군 ] → 계산식 : ( 국어 ×2.5) + ( 수학 ×2.5) + ( 영어 ×2.0) + ( 탐구 ×2.0) + ( 한국사 ×1.0) ※ 탐구는 사회 / 과학탐구 상위 1 과목 반영 ( 직업탐구 미반영 ) ※ 수학 미적분 , 기하 선택시 5% 가산점 부여 [ 다군 ] → 계산식 : 400 + ( 국어 ×1.0) + ( 수학 ×1.0) + ( 영어 / ( 탐구 ×0.8) + ( 한국사 ×0.4) ※ 탐구는 사회 / 과학 / 직업탐구 상위 1 과목 반영 ※ 수학 미적분 , 기하 선택시 5% 가산점 부여 < 영어 , 한국사 등급별 환산점수",,,,,,,,,,,,,
85,106,동양대학교,본교,경북,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000106&searchSyr=2026,json,구조화 테이블 파싱,3.0,,,,100.0,,,,"{( 국어 · 수학 · 영어 우수 2 개 과목 백분위 평균 × 0.7) + ( 탐구 우수 1 개 과목 백분위 × 0.3)} × ( 총점환산비율 ) 2. 전형별 총점환산 비율 구분 전형명 총점환산비율 ㉮ / ㉯ / ㉰ 군 수능전형 , 정원외전형 100% 실기전형 30% 3. 수능 환산 백분",우수 2 개 평균 70%,우수 2 개 평균 70%,우수 2 개 평균 70%,우수 1 개 30%,,평균,우수 2 개 평균 70% 우수 2 개 평균 70% 우수 2 개 평균 70% 우수 1 개 30%,,,비율반영,,,
85,106,동양대학교,본교,경북,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000106&searchSyr=2026,json,구조화 테이블 파싱,7.0,,,,100.0,,,,"{( 국어 · 수학 · 영어 우수 2 개 과목 백분위 평균 × 0.7) + ( 탐구 우수 1 개 과목 백분위 × 0.3)} × ( 총점환산비율 ) 2. 전형별 총점환산 비율 구분 전형명 총점환산비율 ㉮ / ㉯ / ㉰ 군 수능전형 , 정원외전형 100% 실기전형 30% 3. 수능 환산 백분",72,60,95,탐구 1:58 점; 탐구 2:53 점,,우수/상위 과목,"① 우수과목 선정 ( 국 , 수 , 영 중 2 개 + 탐구 1 개 ) 72 점 60 점 95 점 58 점 53 점 1 등급",,,비율반영,,1 등급,
85,106,동양대학교,본교,경북,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000106&searchSyr=2026,json,구조화 테이블 파싱,7.0,,,,100.0,,,,"{( 국어 · 수학 · 영어 우수 2 개 과목 백분위 평균 × 0.7) + ( 탐구 우수 1 개 과목 백분위 × 0.3)} × ( 총점환산비율 ) 2. 전형별 총점환산 비율 구분 전형명 총점환산비율 ㉮ / ㉯ / ㉰ 군 수능전형 , 정원외전형 100% 실기전형 30% 3. 수능 환산 백분",○,,○,○,,우수/상위 과목,"① 우수과목 선정 ( 국 , 수 , 영 중 2 개 + 탐구 1 개 ) ○ - ○ ○ - -",,,,,,
85,106,동양대학교,본교,경북,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000106&searchSyr=2026,json,구조화 테이블 파싱,7.0,,,,100.0,,,,"{( 국어 · 수학 · 영어 우수 2 개 과목 백분위 평균 × 0.7) + ( 탐구 우수 1 개 과목 백분위 × 0.3)} × ( 총점환산비율 ) 2. 전형별 총점환산 비율 구분 전형명 총점환산비율 ㉮ / ㉯ / ㉰ 군 수능전형 , 정원외전형 100% 실기전형 30% 3. 수능 환산 백분",83.5,83.5,83.5,58,,평균,,,,비율반영,,,
85,106,동양대학교,본교,경북,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000106&searchSyr=2026,json,구조화 테이블 파싱,7.0,,,,100.0,,,,"{( 국어 · 수학 · 영어 우수 2 개 과목 백분위 평균 × 0.7) + ( 탐구 우수 1 개 과목 백분위 × 0.3)} × ( 총점환산비율 ) 2. 전형별 총점환산 비율 구분 전형명 총점환산비율 ㉮ / ㉯ / ㉰ 군 수능전형 , 정원외전형 100% 실기전형 30% 3. 수능 환산 백분",70,70,70,30,,,,,,비율반영,,,
85,106,동양대학교,본교,경북,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000106&searchSyr=2026,json,구조화 테이블 파싱,7.0,,,,100.0,,,,"{( 국어 · 수학 · 영어 우수 2 개 과목 백분위 평균 × 0.7) + ( 탐구 우수 1 개 과목 백분위 × 0.3)} × ( 총점환산비율 ) 2. 전형별 총점환산 비율 구분 전형명 총점환산비율 ㉮ / ㉯ / ㉰ 군 수능전형 , 정원외전형 100% 실기전형 30% 3. 수능 환산 백분",58.45,58.45,58.45,17.4,,,,,,비율반영,,,
85,106,동양대학교,본교,경북,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000106&searchSyr=2026,json,구조화 테이블 파싱,7.0,,,,100.0,,,,"{( 국어 · 수학 · 영어 우수 2 개 과목 백분위 평균 × 0.7) + ( 탐구 우수 1 개 과목 백분위 × 0.3)} × ( 총점환산비율 ) 2. 전형별 총점환산 비율 구분 전형명 총점환산비율 ㉮ / ㉯ / ㉰ 군 수능전형 , 정원외전형 100% 실기전형 30% 3. 수능 환산 백분",75.85,75.85,75.85,75.85,,,,,,비율반영,,,
86,107,동의대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000107&searchSyr=2026,json,구조화 테이블 파싱,4.0,모집계열 ( 단위 ),,,100.0,,국어,,국어 표준점수 + 수학 표준점수 + 영어 등급점수 + 탐구표준점수 ※ 한의예과 탐구영역은 백분위에 따른 변환표준점수를 반영,,,,,,,,비고,불가능,,,,
86,107,동의대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000107&searchSyr=2026,json,구조화 테이블 파싱,4.0,전 모집단위 ( 한의예과 제외 ),,전체/혼합,100.0,,표준점수,,국어 표준점수 + 수학 표준점수 + 영어 등급점수 + 탐구표준점수 ※ 한의예과 탐구영역은 백분위에 따른 변환표준점수를 반영,,,,,,,전 모집단위 ( 한의예과 제외 ) 표준점수 표준점수 표준점수 영어 : 등급에 따른 변환 점수 영어 : 등급에 따른 변환 점수,영어 : 등급에 따른 변환 점수,불가능,,,,
86,107,동의대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000107&searchSyr=2026,json,구조화 테이블 파싱,4.0,한의예과,,자연,100.0,,표준점수,,국어 표준점수 + 수학 표준점수 + 영어 등급점수 + 탐구표준점수 ※ 한의예과 탐구영역은 백분위에 따른 변환표준점수를 반영,,,,,,,,영어 : 등급에 따른 변환 점수,불가능,,,,
86,107,동의대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000107&searchSyr=2026,json,구조화 테이블 파싱,5.0,모집계열 ( 단위 ),,,100.0,,,,국어 표준점수 + 수학 표준점수 + 영어 등급점수 + 탐구표준점수 ※ 한의예과 탐구영역은 백분위에 따른 변환표준점수를 반영,국어:국어; 제 2 외국어 / 한문:제 2 외국어 / 한문,수학:미 / 기; 수학:확통,영어,탐구:사 / 과 / 직; 탐구:과목수,,,,가산점,불가능,가산점,,가산점,
86,107,동의대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000107&searchSyr=2026,json,구조화 테이블 파싱,5.0,전 모집단위 ( 아래 단과대학 제외 ),,전체/혼합,100.0,,,,국어 표준점수 + 수학 표준점수 + 영어 등급점수 + 탐구표준점수 ※ 한의예과 탐구영역은 백분위에 따른 변환표준점수를 반영,국어:25%; 제 2 외국어 / 한문:0%,25,25,탐구:25%; 탐구:2,,,가 전 모집단위 ( 아래 단과대학 제외 ) 4 25% 25% 25% 25% 25% 2 0% 0%,,불가능,비율반영,,0%,
86,107,동의대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000107&searchSyr=2026,json,구조화 테이블 파싱,5.0,"의료 · 보건 · 생활 , 공과대학 모딥단위",,,100.0,,,,국어 표준점수 + 수학 표준점수 + 영어 등급점수 + 탐구표준점수 ※ 한의예과 탐구영역은 백분위에 따른 변환표준점수를 반영,국어:25%; 제 2 외국어 / 한문:0%,25,25,탐구:25%; 탐구:2,,,,미 / 기 응시자 수학 표준점수 10%,불가능,비율반영,,0%,
86,107,동의대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000107&searchSyr=2026,json,구조화 테이블 파싱,5.0,실기 / 실적,,,100.0,,,,국어 표준점수 + 수학 표준점수 + 영어 등급점수 + 탐구표준점수 ※ 한의예과 탐구영역은 백분위에 따른 변환표준점수를 반영,국어:상위 3 개 영역 각 33.33%; 제 2 외국어 / 한문:0%,상위 3 개 영역 각 33.33%,상위 3 개 영역 각 33.33%,탐구:상위 3 개 영역 각 33.33%; 탐구:2,,우수/상위 과목,,,불가능,비율반영,,0%,
86,107,동의대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000107&searchSyr=2026,json,구조화 테이블 파싱,5.0,전 모집단위 ( 아래 단과대학 및 한의예과 제외 ),,전체/혼합,100.0,,,,국어 표준점수 + 수학 표준점수 + 영어 등급점수 + 탐구표준점수 ※ 한의예과 탐구영역은 백분위에 따른 변환표준점수를 반영,국어:25%; 제 2 외국어 / 한문:0%,25,25,탐구:25%; 탐구:2,,,나 전 모집단위 ( 아래 단과대학 및 한의예과 제외 ) 4 25% 25% 25% 25% 25% 2 0% 0%,,불가능,비율반영,,0%,
86,107,동의대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000107&searchSyr=2026,json,구조화 테이블 파싱,5.0,"의료 · 보건 · 생활 , 공과대학 모딥단위",,,100.0,,,,국어 표준점수 + 수학 표준점수 + 영어 등급점수 + 탐구표준점수 ※ 한의예과 탐구영역은 백분위에 따른 변환표준점수를 반영,국어:25%; 제 2 외국어 / 한문:0%,25,25,탐구:25%; 탐구:2,,,,미 / 기 응시자 수학 표준점수 10%,불가능,비율반영,,0%,
86,107,동의대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000107&searchSyr=2026,json,구조화 테이블 파싱,5.0,실기 / 실적,,,100.0,,,,국어 표준점수 + 수학 표준점수 + 영어 등급점수 + 탐구표준점수 ※ 한의예과 탐구영역은 백분위에 따른 변환표준점수를 반영,국어:상위 3 개 영역 각 33.33%; 제 2 외국어 / 한문:0%,상위 3 개 영역 각 33.33%,상위 3 개 영역 각 33.33%,탐구:상위 3 개 영역 각 33.33%; 탐구:2,,우수/상위 과목,,,불가능,비율반영,,0%,
86,107,동의대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000107&searchSyr=2026,json,구조화 테이블 파싱,5.0,한의예과 ( 미 / 기 응시자 ),,자연,100.0,,,,국어 표준점수 + 수학 표준점수 + 영어 등급점수 + 탐구표준점수 ※ 한의예과 탐구영역은 백분위에 따른 변환표준점수를 반영,국어:25%; 제 2 외국어 / 한문:0%,25,25,탐구:사 / 과 25%; 탐구:2,,,,,불가능,비율반영,,0%,
86,107,동의대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000107&searchSyr=2026,json,구조화 테이블 파싱,5.0,한의예과 ( 확통 응시자 ),,자연,100.0,,,,국어 표준점수 + 수학 표준점수 + 영어 등급점수 + 탐구표준점수 ※ 한의예과 탐구영역은 백분위에 따른 변환표준점수를 반영,국어:25%; 제 2 외국어 / 한문:0%,25,25,탐구:사 / 과 25%; 탐구:2,,,,,불가능,비율반영,,0%,
86,107,동의대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000107&searchSyr=2026,json,구조화 테이블 파싱,5.0,전 모집단위 ( 아래 단과대학 제외 ),,전체/혼합,100.0,,,,국어 표준점수 + 수학 표준점수 + 영어 등급점수 + 탐구표준점수 ※ 한의예과 탐구영역은 백분위에 따른 변환표준점수를 반영,국어:25%; 제 2 외국어 / 한문:0%,25,25,탐구:25%; 탐구:2,,,다 전 모집단위 ( 아래 단과대학 제외 ) 4 25% 25% 25% 25% 25% 2 0% 0%,,불가능,비율반영,,0%,
86,107,동의대학교,본교,부산,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000107&searchSyr=2026,json,구조화 테이블 파싱,5.0,"공과대학 , 소프트웨어융합 대학",,,100.0,,,,국어 표준점수 + 수학 표준점수 + 영어 등급점수 + 탐구표준점수 ※ 한의예과 탐구영역은 백분위에 따른 변환표준점수를 반영,국어:25%; 제 2 외국어 / 한문:0%,25,25,탐구:25%; 탐구:2,,,,미 / 기 응시자 수학 표준점수 10%,불가능,비율반영,,0%,
87,108,루터대학교,본교,경기,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000108&searchSyr=2026,json,구조화 테이블 파싱,3.0,,일반전형,,60.0,40.0,,,,,,,,,,,,,,,,
87,108,루터대학교,본교,경기,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000108&searchSyr=2026,json,구조화 테이블 파싱,3.0,,성인학습자전형,,,60.0,,,,,,,,,,,,,,,,
87,108,루터대학교,본교,경기,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000108&searchSyr=2026,json,구조화 테이블 파싱,3.0,,농어촌학생전형,,,60.0,,,,,,,,,,,,,,,,
87,108,루터대학교,본교,경기,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000108&searchSyr=2026,json,구조화 테이블 파싱,3.0,,장애인등대상자전형,,,60.0,,,,,,,,,,,,,,,,
87,108,루터대학교,본교,경기,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000108&searchSyr=2026,json,구조화 테이블 파싱,3.0,,특성화고 등을 졸업한 재직자 전형,,,60.0,,,,,,,,,,,,,,,,
88,109,명지대학교,본교,경기,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000109&searchSyr=2026,json,구조화 테이블 파싱,4.0,인문사회계열 ( 경영대학 외 ),수능 ( 일반 ) 수능 ( 농어촌학생 ),인문,,,,,,35% (350 점 ),25% (250 점 ),20% (200 점 ),20% (200 점 ),,,,,,비율반영,,가산점,
88,109,명지대학교,본교,경기,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000109&searchSyr=2026,json,구조화 테이블 파싱,4.0,인문사회계열 ( 경영대학 ),수능 ( 일반 ) 수능 ( 농어촌학생 ),인문,,,,,,30% (300 점 ),30% (300 점 ),20% (200 점 ),20% (200 점 ),,,,,,비율반영,,가산점,
88,109,명지대학교,본교,경기,수집완료,https://www.adiga.kr/ucp/uvt/uni/univDetailSelection.do?menuId=PCUVTINF2000&unvCd=0000109&searchSyr=2026,json,구조화 테이블 파싱,4.0,자연공학계열,수능 ( 일반 ) 수능 ( 농어촌학생 ),자연,,,,,,25% (250 점 ),35% (350 점 ),20% (200 점 ),20% (200 점 ),,,,,,비율반영,,가산점,
